id,name,atk,def,guardian_star_1,guardian_star_2,type,color,level,attribute,starchip_cost,password,description
530,"Eldeen",950,1000,Mercury,Moon,Spellcaster,,3,Light,50,6367785,"Uses a wand to cast\nvarious spells\nagainst an enemy."
531,"Mystical Sand",2100,1700,Mercury,Saturn,Rock,,6,Earth,500,32751480,"Turns enemies to\nstone and crushes\nthem to dust."
532,"Gemini Elf",1900,900,Sun,Uranus,Spellcaster,,4,Earth,160,69140098,"Elf twins that attack\nan enemy from\nopposite sides."
533,"Kwagar Hercules",1900,1700,Jupiter,Sun,Insect,,6,Earth,400,95144193,"An insect monster\nwith the jaws of\na stag beetle and\nthe horn of a beetle."
534,"Minar",850,750,Moon,Neptune,Insect,,3,Earth,35,32539892,"A monster with four\nhighly dexterous\narms for executing\nseparate attacks."
535,"Kamakiriman",1150,1400,Jupiter,Moon,Insect,,4,Earth,100,68928540,"A man-shaped mantis\nwith two razor-sharp\nscythes."
536,"Mechaleon",800,600,Neptune,Saturn,Reptile,,2,Water,30,94412545,"A chameleon-like\nmonster that can\nhide anywhere by\nchanging colors."
537,"Mega Thunderball",750,600,Pluto,Mercury,Thunder,,2,Wind,30,21817254,"Rolls along the\nground releasing\nbolts of electricity\nto attack its\nenemies."
538,"Niwatori",900,800,Jupiter,Venus,Winged Beast,,3,Earth,40,7805359,"Swallows enemies\nwhole and uses their\nessence as energy."
539,"Corroding Shark",1100,700,Moon,Pluto,Zombie,,3,Dark,45,34290067,"A zombie shark that\nwanders the ocean\ndepths, cursing any\nthat dare cross its\npath."
540,"Skelengel",900,400,Sun,Pluto,Fairy,,2,Light,30,60694662,"A phantom fairy that\nfires countless\narrows at anything\nthat harbors an urge\nto attack."
541,"Hane-Hane",450,500,Saturn,Pluto,Beast,,2,Earth,999999,7089711,"This creature blocks\nenemy movement with\ngale-force winds\nand attacks with\na massive battle axe."
542,"Misairuzame",1400,1600,Neptune,Sun,Fish,,5,Water,200,33178416,"A rocket-launching\nfish protected\nby thorny spikes."
543,"Tongyo",1350,800,Neptune,Moon,Fish,,4,Water,60,69572024,"This creature is\npowered by the life\nforce of the fishes\nit captures with its\nlong tongue."
544,"Dharma Cannon",900,500,Moon,Mercury,Machine,,2,Dark,30,96967123,"A highly accurate\nmechanical monster\ncovered with large-\ncaliber cannons."
545,"Skelgon",1700,1900,Moon,Pluto,Zombie,,6,Dark,999999,32355828,"A skeletal zombie\ndragon that is\ncapable of flying\nacross the skies."
546,"Wow Warrior",1250,900,Neptune,Mars,Fish,,4,Water,60,69750536,"A massive beast of a\nfish with arms, legs,\nand razor-sharp\nteeth."
547,"Griggle",350,300,Jupiter,Mercury,Plant,,1,Earth,15,95744531,"This monster spins\nabout its enemy\nlaunching blinding\nleaves and painful\nseeds."
548,"Bone Mouse",400,300,Moon,Pluto,Zombie,,1,Dark,15,21239280,"A zombie rat that\nhunts felines."
549,"Frog The Jam",700,500,Neptune,Jupiter,Aqua,,2,Water,25,68638985,"A slime creature with\na frog's head that\ncroaks as it attacks."
550,"Behegon",1350,1000,Neptune,Saturn,Aqua,,4,Water,80,94022093,"A strange sea\nserpent with a\nmassive mouth lined\nwith huge fangs."
551,"Dark Elf",2000,800,Mercury,Jupiter,Spellcaster,,4,Dark,160,21417692,"A wicked elf that\njust loves to engage\nin battle."
552,"Winged Dragon #2",1200,1000,Saturn,Neptune,Winged Beast,,4,Wind,70,57405307,"Creates powerful\ntornadoes with its\nhuge wings."
553,"Mushroom Man #2",1250,800,Jupiter,Uranus,Warrior,,3,Earth,55,93900406,"A fully grown\nMushroom Man with an\nincreased attack\nfactor."
554,"Lava Battleguard",1550,1800,Mercury,Mars,Warrior,,5,Earth,999999,20394040,"This brother of\nSwamp Battleguard\nmay not be powerful,\nbut is pretty good\non defense."
555,"Tyhone #2",1700,1900,Mars,Uranus,Dragon,,6,Fire,999999,56789759,"A crimson dragon\nthat spits fireballs\nat its enemies."
556,"The Wandering Doomed",800,600,Moon,Pluto,Zombie,,2,Dark,30,93788854,"A monster that\naimlessly wanders\nin search of enemies."
557,"Steel Ogre Grotto #1",1400,1800,Moon,Mars,Machine,,5,Earth,260,29172562,"A steel idol\nworshipped in the\nLand of Machines."
558,"Pot the Trick",400,400,Moon,Jupiter,Rock,,2,Earth,20,55567161,"A not very reliable\nsorcerer's servant."
559,"Oscillo Hero",1250,700,Venus,Sun,Warrior,,3,Earth,50,82065276,"A strange warrior\nfrom another\ndimension."
560,"Invader from Another Dimension",950,1400,Venus,Mars,Fiend,,4,Dark,80,28450915,"A creature that came\nfrom another galaxy."
561,"Lesser Dragon",1200,1000,Moon,Saturn,Dragon,,4,Wind,70,55444629,"A low-class,\nminor dragon\nincapable of\nbreathing fire."
562,"Needle Worm",750,600,Jupiter,Pluto,Insect,,2,Earth,999999,81843628,"A larva with steel\nspikes to attack the\nunwary."
563,"Wretched Ghost of the Attic",550,400,Mercury,Uranus,Fiend,,2,Dark,20,17238333,"A harmless creature\nusually found in the\nattic of any home."
564,"Great Mammoth of Goldfine",2200,1800,Moon,Pluto,Zombie,,6,Dark,800,54622031,"A very unusual\nskeletal zombie\nelephant with glowing\ngold bones."
565,"Man-eating Black Shark",2100,1300,Neptune,Sun,Fish,,5,Water,320,80727036,"A black shark that\ncan detect almost\nany scent in the\nwater."
566,"Yormungarde",1200,900,Neptune,Moon,Reptile,,3,Earth,60,17115745,"A very long snake\nthat often appears\nin legends and myths."
567,"Darkworld Thorns",1200,900,Moon,Jupiter,Plant,,3,Earth,60,43500484,"A thorny plant found\nin the darklands that\nwraps itself around\nany unwary traveler."
568,"Anthrosaurus",1000,850,Uranus,Moon,Dinosaur,,3,Earth,45,89904598,"Man-like dinosaur\nlacking in strength,\nbut with a high I.Q."
569,"Drooling Lizard",900,800,Neptune,Venus,Reptile,,3,Earth,40,16353197,"A blood-sucking\nsnake in human form\nthat attacks any\nliving being that\npasses nearby."
570,"Trakadon",1300,800,Uranus,Venus,Dinosaur,,3,Earth,60,42348802,"A tiger-striped\ndragon that is often\nseen racing across\nthe wasteland with\ntremendous speed."
571,"B. Dragon Jungle King",2100,1800,Jupiter,Neptune,Dragon,,6,Earth,999999,89832901,"A jet-black dragon\nthat inhabits the\njungles and feeds on\ntrees."
572,"Empress Judge",2100,1700,Uranus,Venus,Warrior,,6,Earth,500,15237615,"Empress of the\nGolden Kingdom. None\nmay refuse her will."
573,"Little D",1100,700,Uranus,Mercury,Dinosaur,,3,Earth,45,42625254,"A very ferocious\nmonster spawned from\na T-Rex."
574,"Witch of the Black Forest",1100,1200,Mercury,Pluto,Spellcaster,,4,Dark,80,78010363,"This forest-dwelling\nwitch can see all\nwith the eye on her\nforehead."
575,"Ancient One of the Deep Forest",1800,1900,Jupiter,Sun,Beast,,6,Earth,1000,14015067,"A white goat that\nhas inhabited the\nforest for ages.\nThe creature is\nactually an elder of\nthe woods."
576,"Giant Scorpion of the Tundra",1100,1000,Jupiter,Moon,Insect,,3,Earth,60,41403766,"A rare scarlet\nscorpion that can be\nfound in the tundra\n-- not in the desert."
577,"Crow Goblin",1850,1600,Saturn,Mars,Winged Beast,,5,Wind,320,77998771,"A very wise,\nlong-nosed goblin\nwith supernatural\npowers."
578,"Leo Wizard",1350,1200,Mercury,Neptune,Spellcaster,,5,Earth,100,4392470,"A wizard with a black\ncape that is actually\na talking lion\ndisguised as a man."
579,"Abyss Flower",750,400,Jupiter,Venus,Plant,,2,Earth,25,40387124,"A rare flower\nthat blooms in a\npitch-dark abyss."
580,"Patrol Robo",1100,900,Moon,Uranus,Machine,,3,Earth,55,76775123,"A cutting-edge robot\nthat eliminates\nintruders upon\ndetection."
581,"Takuhee",1450,1000,Saturn,Sun,Winged Beast,,4,Wind,120,3170832,"This bird is a\nprecursor to\ndisaster{15}{15}"
582,"Dark Witch",1800,1700,Sun,Neptune,Fairy,,5,Light,350,35565537,"A popular creature in\nmythology that\ndelivers judgement\nwith a sharp spear."
583,"Weather Report",950,1500,Neptune,Mercury,Aqua,,4,Water,120,72053645,"This creature is\nknown to predict the\nweather with very\nlittle accuracy."
584,"Binding Chain",1000,1100,Sun,Venus,Fairy,,3,Light,60,8058240,"This creature\ncorners its enemies\nand seals away their\npower."
585,"Mechanical Snail",800,1000,Moon,Neptune,Machine,,3,Dark,45,34442949,"A mechanically\nenhanced snail that\nis no faster than it\nused to be."
586,"Greenkappa",650,900,Moon,Mercury,Warrior,,3,Dark,30,61831093,"A creature that\ntransforms into the\nimage of its enemy\nand copies every\noffensive move."
587,"Mon Larvas",1300,1400,Jupiter,Mercury,Beast,,4,Earth,140,7225792,"A highly evolved\nLarvas that is even\nmore powerful than\nbefore."
588,"Living Vase",900,1100,Jupiter,Uranus,Plant,,3,Earth,55,34320307,"A living vase that\nblinds enemies with\npollen and attacks\nwith its sharp teeth."
589,"Tentacle Plant",500,600,Jupiter,Pluto,Plant,,2,Water,25,60715406,"Attacks a nearby\nopponent by reaching\nout with its blue\nvines."
590,"Beaked Snake",800,900,Neptune,Jupiter,Reptile,,3,Earth,40,6103114,"Wraps its coils\naround opponents and\npecks them with its\nhuge beak."
591,"Morphing Jar",700,600,Uranus,Neptune,Rock,,2,Earth,30,33508719,"A large jar that\nattacks nearby\nenemies by unleashing\nthe monster it\ncontains inside."
592,"Muse-A",850,900,Sun,Mars,Fairy,,3,Light,40,69992868,"A fairy of the arts\nand an excellent\nharp player."
593,"Giant Turtle Who Feeds on Flames",1400,1800,Neptune,Mars,Aqua,,5,Water,260,96981563,"A monster turtle\nwith a crimson shell.\nIt feeds on fire."
594,"Rose Spectre of Dunn",2000,1800,Moon,Jupiter,Plant,,6,Dark,500,32485271,"A red rose possessed\nby a vile spirit that\nfeeds on the life\nforce of others to\nprovide the flower\nwith nourishment."
595,"Fiend Refrection #1",1300,1400,Venus,Jupiter,Winged Beast,,4,Wind,140,68870276,"Drags enemies into a\nmirror world."
596,"Ghoul with an Appetite",1600,1200,Moon,Pluto,Zombie,,4,Dark,160,95265975,"A monster that can\neat all it wants but\nis never fulfilled."
597,"Pale Beast",1500,1200,Jupiter,Neptune,Beast,,4,Earth,140,21263083,"With skin tinged a\nbluish white,\nthis strange\ncreature is a\nfearsome sight to\nbehold."
598,"Little Chimera",600,550,Saturn,Moon,Beast,,2,Fire,25,68658728,"A monster created\nfrom an experimental\nattempt to graft\nwings on beasts."
599,"Violent Rain",1550,800,Neptune,Mercury,Aqua,,4,Water,80,94042337,"A monster capable of\nbringing on sudden\nrain showers."
600,"Key Mace #2",1050,1200,Mercury,Moon,Fiend,,4,Dark,70,20541432,"Seals away the good\nin a soul to create a\nwicked being."
601,"Tenderness",700,1400,Sun,Jupiter,Fairy,,3,Light,60,57935140,"A cute fairy\ndedicated to bringing\nabout eternal love."
602,"Penguin Soldier",750,500,Neptune,Mars,Aqua,,2,Water,25,93920745,"A low-class penguin\nsoldier that attacks\nin a group."
603,"Fairy Dragon",1100,1200,Sun,Saturn,Dragon,,4,Wind,999999,20315854,"A beautiful and\npowerful dragon\nfairy."
604,"Obese Marmot of Nefariousness",750,800,Moon,Mars,Beast,,3,Earth,30,56713552,"An ill-mannered field\nmouse that chews on\nanything."
605,"Liquid Beast",950,800,Neptune,Saturn,Aqua,,3,Water,40,93108297,"A liquid life form\nthat moves freely in\nwater."
606,"Twin Long Rods #2",850,700,Neptune,Sun,Aqua,,3,Water,30,29692206,"An undersea creature\nthat attacks with\ntwo whip-like tails."
607,"Great Bill",1250,1300,Jupiter,Sun,Beast,,4,Earth,100,55691901,"A monster with a\nmassive maw that\nallows it to swallow\nan enemy whole."
608,"Shining Friendship",1300,1100,Sun,Uranus,Fairy,,4,Light,120,82085619,"The peacemaker among\nmonsters."
609,"Bladefly",600,700,Jupiter,Moon,Insect,,2,Wind,30,28470714,"A monster fly that\nswoops down with\nsharp sword-like\narms extended out\nfront."
610,"Electric Lizard",850,800,Pluto,Sun,Thunder,,3,Earth,35,55875323,"A lizard that\ndischarges\nelectricity stored in\nits body."
611,"Hiro's Shadow Scout",650,500,Moon,Saturn,Fiend,,2,Dark,25,81863068,"A servant of fiends\nused primarily for\nscouting an area."
612,"Lady of Faith",1100,800,Sun,Pluto,Spellcaster,,3,Light,50,17358176,"Soothes the souls of\nothers by chanting a\nmysterious spell."
613,"Twin-headed Thunder Dragon",2800,2100,Pluto,Moon,Thunder,,7,Light,1900,54752875,"A two-headed\nThunder Dragon\ncapable of powerful\nelectric attacks."
614,"Hunter Spider",1600,1400,Jupiter,Venus,Insect,,5,Earth,200,80141480,"A hunter that uses\nits spider web to\nentrap its enemies."
615,"Armored Starfish",850,1400,Neptune,Moon,Aqua,,4,Water,70,17535588,"A bluish starfish\nwith a solid hide\ncapable of fending\noff attacks."
616,"Hourglass of Courage",1100,1200,Sun,Neptune,Fairy,,4,Light,80,43530283,"A fairy that controls\nthe feelings of\nothers,\ninstilling them with\nbravery."
617,"Marine Beast",1700,1600,Neptune,Mercury,Fish,,5,Water,290,29929832,"A sea creature with\nsharp teeth that\nwon't release a\nvictim once they're\nlocked on."
618,"Warrior of Tradition",1900,1700,Mercury,Mars,Warrior,,6,Earth,400,56413937,"A lady warrior\ndrenched in the\nessence from a\nthousand\nbattlefields."
619,"Rock Spirit",1650,1900,Uranus,Mars,Spellcaster,,5,Earth,350,82818645,"A clay idol\nrepresenting a rock\nspirit. The creature\nhas significant\nattack and defense\nfactors."
620,"Snakeyashi",1000,1200,Jupiter,Mercury,Plant,,4,Earth,70,29802344,"A creature made up\nof several snakes\nthat attack\nseparately in battle."
621,"Succubus Knight",1650,1300,Mercury,Jupiter,Warrior,,5,Dark,180,55291359,"A vile warrior wizard\nadept at casting\ndoom-dealing spells."
622,"Ill Witch",1600,1500,Sun,Venus,Spellcaster,,5,Light,230,81686058,"Controls air\ncurrents and can\ngenerate a sudden\ngust of wind to blow\naway an opponent."
623,"The Thing That Hides in the Mud",1200,1300,Uranus,Jupiter,Rock,,4,Earth,100,18180762,"The appearance of\nthis creature is\npreceded by the\nground melting under\nan opponent's feet."
624,"High Tide Gyojin",1650,1300,Neptune,Mercury,Aqua,,4,Water,180,54579801,"An amphibian warrior\nthat can easily\nnavigate beneath the\nwaters."
625,"Fairy of the Fountain",1600,1100,Neptune,Venus,Aqua,,4,Water,140,81563416,"A fairy dedicated to\nprotecting fountains\nfrom pollution."
626,"Amazon of the Seas",1300,1400,Neptune,Mars,Fish,,4,Water,140,17968114,"A mermaid sentry\nserving the Sea King\nand his kingdom."
627,"Nekogal #2",1900,2000,Jupiter,Uranus,Beast-Warrior,,6,Earth,550,43352213,"This fast creature\ncan easily elude\nenemy attacks and\ncounter them with\nits vicious claws."
628,"Witch's Apprentice",550,500,Mercury,Saturn,Spellcaster,,2,Dark,999999,80741828,"An inexperienced\nwitch who just\nstarted learning the\nmystic arts."
629,"Armored Rat",950,1100,Jupiter,Pluto,Beast,,3,Earth,55,16246527,"A rat that is\nprotected by\narmor-like fur."
630,"Ancient Lizard Warrior",1400,1100,Neptune,Saturn,Reptile,,4,Earth,100,43230671,"A powerful,\nprehistoric lizard\nwarrior."
631,"Maiden of the Moonlight",1500,1300,Moon,Venus,Spellcaster,,4,Light,160,79629370,"A lunar sorcerer\nthat uses mystical\nspells to induce\nhallucinations."
632,"Stone Ogre Grotto",1600,1500,Uranus,Sun,Rock,,5,Earth,230,15023985,"A rock giant\nconsisting of massive\nboulders."
633,"Winged Egg of New Life",1400,1700,Sun,Mars,Fairy,,5,Light,230,42418084,"A messenger of\nnewborn life."
634,"Night Lizard",1150,1300,Neptune,Jupiter,Aqua,,4,Water,120,78402798,"A green-scaled lizard\nwarrior dedicated to\nprotecting the sea."
635,"Queen's Double",350,300,Uranus,Moon,Warrior,,1,Earth,15,5901497,"Not very useful\ndouble of a queen."
636,"Blue-winged Crown",1600,1200,Saturn,Venus,Winged Beast,,4,Wind,160,41396436,"A bird that glows\nwith blue flames and\nhas a head of hair\nshaped like a crown."
637,"Trent",1500,1800,Jupiter,Sun,Plant,,5,Earth,290,78780140,"A protector of the\nforest, this massive\ntree continues to\ngrow."
638,"Queen of Autumn Leaves",1800,1500,Jupiter,Moon,Plant,,5,Earth,290,4179849,"Queen of the\nTree Spirit who is\nembraced by brilliant\nautumn leaves."
639,"Amphibious Bugroth",1850,1300,Neptune,Sun,Aqua,,5,Water,230,40173854,"A Bugroth unit\nmodified for\nunderwater warfare."
640,"Acid Crawler",900,700,Jupiter,Venus,Insect,,3,Earth,999999,77568553,"A gigantic\ncaterpillar that\nspits acid capable of\nmelting almost\nanything."
641,"Invader of the Throne",1350,1700,Uranus,Venus,Warrior,,4,Earth,200,3056267,"A scheming queen who\ncovets the king's\nthrone during his\nabsence."
642,"Mystical Sheep #1",1150,900,Venus,Saturn,Beast,,3,Earth,55,30451366,"A black-haired sheep\nthat is capable of\nsorcery."
643,"Disk Magician",1350,1000,Moon,Uranus,Machine,,4,Dark,80,76446915,"A creature that\nhides in a saucer and\nappears only to\nattack enemies."
644,"Flame Viper",400,450,Mars,Pluto,Pyro,,2,Earth,20,2830619,"A very swift,\nfire-breathing viper."
645,"Royal Guard",1900,2200,Uranus,Mercury,Machine,,6,Earth,700,39239728,"Mechanical soldier\nwith a mind of its\nown.\nOriginally created to\nprotect members of\nthe royal family."
646,"Gruesome Goo",1300,700,Neptune,Moon,Aqua,,3,Water,55,65623423,"Looks like any other\nslime, but definitely\nmuch more powerful{15}"
647,"Hyosube",1500,900,Neptune,Venus,Aqua,,4,Water,120,2118022,"This amphibian\ncreature boasts a\nhigh attack factor,\nbut not much of one\nfor defense."
648,"Machine Attacker",1600,1300,Moon,Neptune,Machine,,5,Earth,180,38116136,"A machine designed to\nblitz its enemies."
649,"Hibikime",1450,1000,Mercury,Uranus,Warrior,,4,Earth,120,64501875,"Confuses enemy\nmonsters with noise\nthat is harsh to the\nears."
650,"Whiptail Crow",1650,1600,Moon,Mercury,Fiend,,4,Dark,260,91996584,"Attacks from the\nskies with a\nwhip-like tail."
651,"Kunai with Chain",0,0,None,None,Equip,,0,6,800,37390589,"A boomerang\nfeaturing the effects\nof two cards{58}\nthe Legendary Sword\nand the Sword of\nDark Destruction."
652,"Magical Labyrinth",0,0,None,None,Equip,,0,6,10,64389297,"A card for boosting\nthe power of the\nLabyrinth Wall."
653,"Warrior Elimination",0,0,None,None,Magic,,0,6,999999,90873992,"Destroys all\nopponent Warrior\ncards played on the\nfield."
654,"Salamandra",0,0,None,None,Equip,,0,6,800,32268901,"Increases the\nstrength of those\nwho control the\npower of Salamandra."
655,"Cursebreaker",0,0,None,None,Magic,,0,6,10,69666645,"Cancels the magic\nover all\nlevel-reduced\nmonsters and sets\nthem at level 0."
656,"Eternal Rest",0,0,None,None,Magic,,0,6,999999,95051344,"Eliminates all Zombie\ncreatures."
657,"Megamorph",0,0,None,None,Equip,,0,6,50000,22046459,"A card that\nincreases the power\nof any selected\nmonster by 2 levels."
658,"Metalmorph",0,0,None,None,Equip,,0,6,999999,68540058,"A card that changes\nany selected monster\nto a Machine monster."
659,"Winged Trumpeter",0,0,None,None,Equip,,0,6,800,94939166,"A horn that\nincreases the power\nof Fairy creatures."
660,"Stain Storm",0,0,None,None,Magic,,0,6,999999,21323861,"Acid rain destroys\nan opponent's Machine\nmonsters."
661,"Crush Card",0,0,None,None,Magic,,0,6,999999,57728570,"Opponent monsters\nin play with attack\nfactors of 1{5c}00 or\nmore are eliminated."
662,"Eradicating Aerosol",0,0,None,None,Magic,,0,6,999999,94716515,"An insecticide for\nwiping out an\nopponent's Insect\nmonsters that are\ncurrently in play."
663,"Breath of Light",0,0,None,None,Magic,,0,6,999999,20101223,"A magic wind that\nreduces to rubble an\nopponent's Rock\nmonsters that are\ncurrently in play."
664,"Eternal Draught",0,0,None,None,Magic,,0,6,999999,56606928,"A blast of heat dries\nup and eliminates an\nopponent's Fish\nmonsters that are\ncurrently in play."
665,"Curse of Millennium Shield",0,0,None,None,Ritual,,0,6,10,83094937,"Sacrifices the\nmonster with the\nhighest defense\nrating and summons\nShield."
666,"Yamadron Ritual",0,0,None,None,Ritual,,0,6,10,29089635,"Sacrifices\nBeast-Warrior,\nDragon, and Pyro\nmonsters to summon\nYamadron."
667,"Gate Guardian Ritual",0,0,None,None,Ritual,,0,6,999999,56483330,"Sacrifices Kazejin,\nSuijin, and Sanga of\nthe Thunder to\nsummon Gate Guardian."
668,"Bright Castle",0,0,None,None,Equip,,0,6,800,82878489,"A glaring light that\nincreases the power\nof all monsters."
669,"Shadow Spell",0,0,None,None,Magic,,0,6,999999,29267084,"Decreases an\nopponent's in-play\nmonsters by two\nlevels."
670,"Black Luster Ritual",0,0,None,None,Ritual,,0,6,100,55761792,"Ceremony conducted\nto summon\nBlack Luster Soldier.\nSacrifice required."
671,"Zera Ritual",0,0,None,None,Ritual,,0,6,100,81756897,"Ceremony conducted\nto summon Zera.\nSacrifice required."
672,"Harpie's Feather Duster",0,0,None,None,Magic,,0,6,999999,18144506,"Destroys all\nopponent Magic cards\nthat are in play."
673,"War-lion Ritual",0,0,None,None,Ritual,,0,6,100,54539105,"Ceremony conducted\nto summon War Lion.\nSacrifice required."
674,"Beastry Mirror Ritual",0,0,None,None,Ritual,,0,6,100,81933259,"Ceremony conducted\nto summon\nFiend's Mirror.\nSacrifice required."
675,"Ultimate Dragon",0,0,None,None,Ritual,,0,6,999999,17928958,"Sacrifice three\nBlue-eyes to summon\nUltimate Dragon."
676,"Commencement Dance",0,0,None,None,Ritual,,0,6,50,43417563,"Sacrifice Dancer and\nWarrior to summon\nPerformance of Sword."
677,"Hamburger Recipe",0,0,None,None,Ritual,,0,6,50,80811661,"A card with the\ningredients for\nmaking a delicious\nhamburger."
678,"Revival of Sennen Genjin",0,0,None,None,Ritual,,0,6,100,16206366,"Sacrifice\nBeast-Warrior and\nGolem to summon\nSengenjin."
679,"Novox's Prayer",0,0,None,None,Ritual,,0,6,50,43694075,"Sacrifice Warrior and\nScythe Wielder to\nsummon\nSkull Guardian."
680,"Curse of Tri-Horned Dragon",0,0,None,None,Ritual,,0,6,50,79699070,"Sacrifice a horned\nmonster to summon\nTri-Horned Dragon."
681,"House of Adhesive Tape",0,0,None,None,Trap,,0,7,999999,15083728,"Monsters with Attack\nFactors of {5c}00 or\nlower are eliminated\nfrom the play field."
682,"Eatgaboon",0,0,None,None,Trap,,0,7,999999,42578427,"Monsters with Attack\nFactors of 1000 or\nlower are eliminated\nfrom the play field."
683,"Bear Trap",0,0,None,None,Trap,,0,7,999999,78977532,"When an opposing\nmonster's Attack\nFactor is 1{5c}00 or\nlower, it is\neliminated from the\nplay field."
684,"Invisible Wire",0,0,None,None,Trap,,0,7,999999,15361130,"When an opposing\nmonster's Attack\nFactor is 2000 or\nlower, it is\neliminated from the\nplay field."
685,"Acid Trap Hole",0,0,None,None,Trap,,0,7,999999,41356845,"When an opposing\nmonster's Attack\nFactor is 3000 or\nlower, it is\neliminated from the\nplay field."
686,"Widespread Ruin",0,0,None,None,Trap,,0,7,999999,77754944,"When an opponent's\nmonster attacks, it\nis blown to\nsmithereens and\neliminated from the\nplay field."
687,"Goblin Fan",0,0,None,None,Trap,,0,7,999999,4149689,"Reflects the damage\nof direct attack\ncards like Fire\nSparks and Inferno\nback to your\nopponent."
688,"Bad Reaction to Simochi",0,0,None,None,Trap,,0,7,999999,40633297,"A card that reverses\nthe effects of\nrecovery cards and\ntransforms the\npoints to damage."
689,"Reverse Trap",0,0,None,None,Trap,,0,7,999999,77622396,"A card that reverses\nthe effects of\npower-up cards and\ntransforms the\neffects to power\nreduction."
690,"Fake Trap",0,0,None,None,Trap,,0,7,999999,3027001,"A trap card for\ntricking your\nopponent.\nNothing happens when\nit is attacked."
691,"Revived of Serpent Night Dragon",0,0,None,None,Ritual,,0,6,50,39411600,"Select a specific\nmonster for\nsacrifice and summon\nSerpent Night Dragon."
692,"Turtle Oath",0,0,None,None,Ritual,,0,6,100,76806714,"Sacrifice crab and\nturtle to summon\nCrab Turtle."
693,"Contruct of Mask",0,0,None,None,Ritual,,0,6,100,2304453,"Sacrifice a masked\none to summon a new\nmask."
694,"Resurrection of Chakra",0,0,None,None,Ritual,,0,6,100,39399168,"Sacrifice 3 Fiend\nmonsters to conduct\nthe ritual for the\nResurrection of\nChakra."
695,"Puppet Ritual",0,0,None,None,Ritual,,0,6,50,5783166,"Sacrifice Puppeteer\nand Machine monsters\nto summon the Puppet."
696,"Javelin Beetle Pact",0,0,None,None,Ritual,,0,6,999999,41182875,"Sacrifice the stag\nbeetle and beetle\nto summon\nJavelin Beetle."
697,"Garma Sword Oath",0,0,None,None,Ritual,,0,6,50,78577570,"Sacrifice the\nAshura's Arm\nand Sword-wielder\nto summon."
698,"Cosmo Queen's Prayer",0,0,None,None,Ritual,,0,6,50,4561679,"Sacrifice a normal\nQueen to summon\nCosmo Queen."
699,"Revival of Skeleton Rider",0,0,None,None,Ritual,,0,6,10,31066283,"Sacrifice Temple and\nCockroach to summon\nDokurorider."
700,"Fortress Whale's Oath",0,0,None,None,Ritual,,0,6,10,77454922,"Sacrifice Horn and\nMachine Fish to\nsummon Sea Fortress."
701,"Performance of Sword",1950,1850,Sun,Saturn,Warrior,,6,Earth,999999,,"A warrior dancer with\nfancy dance steps."
702,"Hungry Burger",2000,1850,Moon,Mars,Warrior,,6,Dark,999999,,"Attracts hungry\nenemies with tasty\naromas and eats them\nwhen they get close\nenough."
703,"Sengenjin",2750,2500,Jupiter,Mercury,Beast-Warrior,,8,Earth,999999,,"A headstrong,\nprimitive man\nequipped with\na Millennium Item."
704,"Skull Guardian",2050,2500,Sun,Jupiter,Warrior,,7,Light,999999,,"A guardian of the law\nthat doesn't forgive\ncheating.\nAttacks enemies with\nits sword-like arms."
705,"Tri-horned Dragon",2850,2350,Moon,Jupiter,Dragon,,8,Dark,999999,,"A wicked dragon with\nthree horns\nprotruding from its\nhead."
706,"Serpent Night Dragon",2350,2400,Mercury,Pluto,Dragon,,7,Dark,999999,,"A dragon created\nfrom the soul of a\nwicked knight."
707,"Skull Knight",2650,2250,Mercury,Neptune,Spellcaster,,7,Dark,999999,2504891,"A monk who has\nconducted several\nrituals in the\nnetherworld, and who\nis capable of using\nboth weapons and\nmagic."
708,"Cosmo Queen",2900,2450,Venus,Uranus,Spellcaster,,8,Dark,999999,,"A queen who rules\nover all the stars in\nthe universe."
709,"Chakra",2450,2000,Mercury,Moon,Fiend,,7,Dark,999999,,"A twisting shape\nthat attacks with\ntentacle-like arms."
710,"Crab Turtle",2550,2500,Neptune,Jupiter,Aqua,,8,Water,999999,,"A creature with a\nturtle shell and\ncrab scissors to\nprovide high attack\nand defense factors."
711,"Mikazukinoyaiba",2200,2350,Sun,Uranus,Dragon,,7,Dark,999999,38277918,"A dragon warrior\narmed with a\ncrescent-shaped\nsword. Rumored to be\nfrom the moon."
712,"Meteor Dragon",1800,2000,Uranus,Neptune,Dragon,,6,Earth,999999,64271667,"A dragon that\narrived on earth by\nmeans of a comet\nthat fell from the\nfar reaches of space."
713,"Meteor B. Dragon",3500,2000,Mars,Sun,Dragon,,8,Fire,999999,,"With the burning hide\nof a meteorite,\nthis creature\nvaporizes all that it\ntouches."
714,"Firewing Pegasus",2250,1800,Mars,Moon,Beast,,6,Fire,999999,27054370,"A heavenly stallion\nthat flies across the\nskies on scarlet\nwings."
715,"Psycho-Puppet",2000,2350,Moon,Saturn,Fiend,,7,Dark,999999,,"A mysterious doll\nwith a strange dance\nthat robs the power\nof opposing monsters."
716,"Garma Sword",2550,2150,Moon,Uranus,Warrior,,7,Dark,999999,,"A skilled warrior\nthat wields six\nswords against\nopposing monsters."
717,"Javelin Beetle",2450,2550,Jupiter,Uranus,Insect,,8,Earth,999999,,"A creature with\nlethal scissors that\ncut through almost\nanything."
